490|I had a great time talking with you on the rooftop.|옥상에서 이야기 나눠서 정말 좋았어.|Social|Intermediate|Use when you enjoyed talking with someone on the rooftop.
1825|I am looking for a lightweight jacket with a simple design.|디자인이 깔끔한 가벼운 재킷을 찾고 있어.|Shopping|Intermediate|Use when looking for a simple lightweight jacket.
1830|I am looking for a plain notebook with a simple design.|디자인이 깔끔한 심플한 노트를 찾고 있어.|Shopping|Intermediate|Use when looking for a simple notebook.
1835|I am looking for a larger tote bag with a simple design.|디자인이 깔끔한 큰 토트백을 찾고 있어.|Shopping|Intermediate|Use when looking for a large tote bag with a simple design.
1840|I am looking for a travel-size bottle with a simple design.|디자인이 깔끔한 여행용 병을 찾고 있어.|Shopping|Intermediate|Use when looking for a travel-size bottle with a simple design.
1845|I am looking for a simple desk lamp with a simple design.|디자인이 깔끔한 심플한 책상 조명을 찾고 있어.|Shopping|Intermediate|Use when looking for a simple desk lamp.
1850|I am looking for a softer blanket with a simple design.|디자인이 깔끔한 부드러운 담요를 찾고 있어.|Shopping|Intermediate|Use when looking for a blanket with a cleaner design.
1855|I am looking for a smaller backpack with a simple design.|디자인이 깔끔한 작은 백팩을 찾고 있어.|Shopping|Intermediate|Use when looking for a smaller backpack with a simple design.
1860|I am looking for a waterproof pouch with a simple design.|디자인이 깔끔한 방수 파우치를 찾고 있어.|Shopping|Intermediate|Use when looking for a waterproof pouch with a cleaner design.
1865|I am looking for a reusable container with a simple design.|디자인이 깔끔한 재사용 용기를 찾고 있어.|Shopping|Intermediate|Use when looking for a reusable container with a simple design.
1870|I am looking for a sturdy phone stand with a simple design.|디자인이 깔끔한 튼튼한 휴대폰 거치대를 찾고 있어.|Shopping|Intermediate|Use when looking for a sturdy phone stand with a simple design.
