152|I almost left without my charger again.|또 충전기 없이 나갈 뻔했어.|Daily life|Beginner|Useful for talking about a repeated small mistake.
153|I keep an extra charger in my bag because I forget things too easily.|자꾸 깜빡해서 가방에 여분 충전기를 하나 넣어 두고 다녀.|Daily life|Intermediate|Use when explaining a simple preventive habit.
154|Packing the night before helps me avoid rushing around in the morning.|전날 밤에 챙겨 두면 아침에 허둥대지 않게 돼.|Daily life|Intermediate|Useful when talking about preparing in advance.
155|I thought I packed everything, but the charger was the one thing I overlooked.|다 챙겼다고 생각했는데 충전기만 빠뜨렸더라.|Daily life|Advanced|Use when describing a frustrating oversight.
156|Forgetting one small item can be surprisingly inconvenient when the whole day depends on it.|하루 일정이 그 물건에 달려 있을 때는 작은 물건 하나 빠뜨리는 것도 의외로 크게 불편해.|Daily life|Advanced|Useful when reflecting on why small items matter.
157|I need to find my keys before we leave.|출발하기 전에 열쇠를 찾아야 해.|Daily life|Beginner|Use when looking for something essential.
158|I left my keys somewhere in the living room.|열쇠를 거실 어딘가에 두고 왔어.|Daily life|Beginner|Useful for talking about misplaced items.
159|I always waste time looking for my keys when I'm already running late.|이미 늦고 있을 때마다 열쇠 찾느라 시간을 허비해.|Daily life|Intermediate|Use when describing a repeated habit.
160|I should probably choose one place and always leave my keys there.|열쇠 둘 자리를 하나 정해서 항상 거기에 두는 게 좋을 것 같아.|Daily life|Intermediate|Useful when talking about creating a better system.
161|I found my keys in the last place I expected, which somehow made me more annoyed.|전혀 예상 못 한 곳에서 열쇠를 찾았는데 오히려 더 짜증이 났어.|Daily life|Advanced|Use when something simple becomes unexpectedly frustrating.
162|Losing my keys isn't a big disaster, but it throws off my whole rhythm for the day.|열쇠를 잃어버리는 게 큰일은 아니어도 하루 리듬이 통째로 흐트러져.|Daily life|Advanced|Useful when small problems affect the rest of your day.
163|I need to update my calendar tonight.|오늘 밤에 캘린더를 업데이트해야 해.|Daily life|Beginner|Use when planning upcoming tasks or events.
164|I forgot to add that appointment to my calendar.|그 약속을 캘린더에 적는 걸 깜빡했어.|Daily life|Beginner|Useful for talking about a simple planning mistake.
165|I rely on my calendar more when things start piling up.|일정이 쌓이기 시작하면 캘린더에 더 많이 의지하게 돼.|Daily life|Intermediate|Use when describing how your planning habits change under pressure.
166|Adding even small tasks to my calendar helps me stay realistic about my time.|작은 일이라도 캘린더에 적어 두면 시간을 더 현실적으로 보게 돼.|Daily life|Intermediate|Useful when talking about practical time management.
167|My calendar looks manageable at first glance, but the gaps are shorter than they seem.|캘린더만 얼핏 보면 괜찮아 보이는데 실제 빈 시간은 생각보다 짧아.|Daily life|Advanced|Use when talking about hidden pressure in a schedule.
168|If I don't update my calendar right away, I end up relying on memory and forgetting important details.|캘린더를 바로바로 업데이트하지 않으면 결국 기억에만 의존하게 되고 중요한 걸 놓치게 돼.|Daily life|Advanced|Useful when explaining why systems matter.
169|I need to organize my clothes before the trip.|여행 전에 옷을 정리해야 해.|Daily life|Beginner|Use when getting ready for travel or a busy week.
170|I still haven't decided which clothes to pack.|어떤 옷을 챙길지 아직도 못 정했어.|Daily life|Beginner|Useful for talking about simple preparation.
171|I want to choose clothes that are comfortable but still look put together.|편하면서도 너무 대충 입은 것처럼 보이지 않는 옷을 고르고 싶어.|Daily life|Intermediate|Use when balancing comfort and appearance.
172|I tend to overpack because I keep imagining situations that probably won't happen.|아마 일어나지도 않을 상황까지 상상하면서 자꾸 짐을 너무 많이 싸게 돼.|Daily life|Intermediate|Useful when reflecting on a common packing habit.
173|By the time I finish organizing my clothes, I'm usually too tired to make any good decisions.|옷 정리를 다 하고 나면 늘 지쳐서 더는 제대로 판단이 안 돼.|Daily life|Advanced|Use when small tasks become mentally draining.
174|Packing would be easier if I trusted myself to make simpler choices in the first place.|애초에 더 단순하게 고를 수 있다고 스스로를 믿는다면 짐 싸는 게 훨씬 쉬울 거야.|Daily life|Advanced|Useful when talking about overthinking everyday decisions.
175|I need to wipe the table after dinner.|저녁 먹고 나서 식탁을 닦아야 해.|Daily life|Beginner|Use when talking about a simple household task.
176|I forgot to wipe the table this morning.|오늘 아침에 식탁 닦는 걸 깜빡했어.|Daily life|Beginner|Useful for admitting a small routine mistake.
177|I try to clean the table right away so stains don't sit too long.|얼룩이 오래 남지 않게 식탁은 바로 닦으려고 해.|Daily life|Intermediate|Use when describing a practical home habit.
178|If I leave the table messy, it somehow makes the whole kitchen feel unfinished.|식탁을 지저분하게 두면 부엌 전체가 정리 안 된 느낌이 들어.|Daily life|Intermediate|Useful when talking about how one detail changes the space.
179|Wiping the table is a tiny task, but it makes the room feel immediately calmer.|식탁을 닦는 건 작은 일이지만 공간이 바로 훨씬 정돈돼 보여.|Daily life|Advanced|Use when reflecting on the effect of small routines.
180|I've realized that finishing little chores right away saves more mental energy than I expected.|작은 집안일을 바로 끝내는 게 생각보다 훨씬 더 정신적 에너지를 아껴 준다는 걸 알게 됐어.|Daily life|Advanced|Useful when talking about the value of simple habits.
181|Could you explain the message again?|그 메시지를 다시 설명해 줄 수 있어?|Conversation|Beginner|Use when you need a simple clarification.
182|I just want to make sure I understood the message correctly.|내가 그 메시지를 제대로 이해했는지 확인하고 싶어.|Conversation|Beginner|Useful when checking your understanding.
183|Could you help me figure out how to reply to that message?|그 메시지에 어떻게 답할지 같이 생각해 줄 수 있어?|Conversation|Intermediate|Use when asking for help with a response.
184|The message sounded a little different from what I expected.|그 메시지는 내가 예상한 것과는 조금 다르게 들렸어.|Conversation|Intermediate|Useful when reacting carefully to tone or wording.
185|I don't want to overreact, but the message feels more serious than it looks at first glance.|괜히 과하게 받아들이고 싶진 않지만 그 메시지는 얼핏 보기보다 더 심각하게 느껴져.|Conversation|Advanced|Use when discussing subtext and tone.
186|Before I answer that message, I want to think through what they might actually mean.|그 메시지에 답하기 전에 상대가 실제로 무슨 뜻이었는지 먼저 생각해 보고 싶어.|Conversation|Advanced|Useful when you want to interpret meaning before responding.
187|Could you explain your reply one more time?|네 답장을 한 번만 더 설명해 줄래?|Conversation|Beginner|Use when the first explanation wasn't enough.
188|I wasn't sure what you meant in your reply.|네 답장 뜻을 완전히 이해하지 못했어.|Conversation|Beginner|Useful when something feels unclear but not serious.
189|I want to respond politely, but I'm not sure what tone fits your reply best.|정중하게 답하고 싶은데 네 답장에는 어떤 톤이 가장 어울릴지 잘 모르겠어.|Conversation|Intermediate|Use when thinking about tone in writing.
190|Your reply was short, so I wasn't sure whether you were busy or just being direct.|답장이 짧아서 네가 바쁜 건지 그냥 단도직입적인 건지 잘 모르겠었어.|Conversation|Intermediate|Useful when you are unsure how to read someone's style.
191|I read your reply a few times because I didn't want to misunderstand the intention behind it.|의도를 오해하고 싶지 않아서 네 답장을 몇 번이나 다시 읽었어.|Conversation|Advanced|Use when describing careful interpretation.
192|Sometimes a brief reply leaves so much unsaid that it's harder to interpret than a long one.|짧은 답장은 말하지 않은 부분이 많아서 오히려 긴 답장보다 해석하기 어려울 때가 있어.|Conversation|Advanced|Useful when talking about ambiguity in communication.
193|Can we look at the schedule together?|일정을 같이 볼 수 있을까?|Conversation|Beginner|Use when starting a simple planning discussion.
194|I think I may have misunderstood the schedule.|내가 일정을 잘못 이해했을 수도 있을 것 같아.|Conversation|Beginner|Useful when you think you mixed something up.
195|Could we move a few things around in the schedule?|일정에서 몇 가지만 조금 조정할 수 있을까?|Conversation|Intermediate|Use when suggesting a change without sounding forceful.
196|The schedule looks fine overall, but one part still feels too tight.|전체적으로는 괜찮아 보이는데 한 부분은 아직 너무 촉박해 보여.|Conversation|Intermediate|Useful when giving balanced feedback on a plan.
197|Before we finalize the schedule, I'd like to make sure we left room for delays.|일정을 확정하기 전에 혹시 지연될 상황까지 감안했는지 확인하고 싶어.|Conversation|Advanced|Use when thinking ahead about realistic planning.
198|A schedule can look efficient on paper and still fall apart once real interruptions start happening.|일정은 서류상으로는 효율적으로 보여도 실제 변수들이 생기면 금방 무너질 수 있어.|Conversation|Advanced|Useful when talking about realistic expectations.
199|Could you show me the example again?|그 예시를 다시 보여줄 수 있어?|Conversation|Beginner|Use when you need to see something one more time.
200|I understand the explanation better when I look at the example.|예시를 보면 설명이 훨씬 잘 이해돼.|Conversation|Beginner|Useful when talking about your learning style.
201|That example helped, but I still have one part I'm unsure about.|그 예시는 도움이 됐는데 아직 한 부분은 확신이 안 서.|Conversation|Intermediate|Use when you partly understand but still need help.
202|Could you give me another example that's a little closer to my situation?|내 상황에 조금 더 가까운 예시를 하나 더 들어줄 수 있을까?|Conversation|Intermediate|Useful when asking for something more relevant.
203|Examples are useful for me because they show how an idea works outside of a textbook definition.|예시는 교과서식 정의를 넘어서 개념이 실제로 어떻게 작동하는지 보여 줘서 나한테 특히 유용해.|Conversation|Advanced|Use when explaining why examples matter to you.
204|Once I saw the example in context, the whole explanation felt much less abstract.|예시가 문맥 안에서 보이니까 전체 설명이 훨씬 덜 추상적으로 느껴졌어.|Conversation|Advanced|Useful when talking about context improving understanding.
205|I have a quick question.|짧게 질문 하나 있어.|Conversation|Beginner|Use when opening a simple question naturally.
206|I don't think I fully understood the question.|그 질문을 완전히 이해한 건 아닌 것 같아.|Conversation|Beginner|Useful when you need clarification before answering.
207|The question sounds simple, but I'm not sure what kind of answer it's really asking for.|질문 자체는 단순해 보이는데 실제로 어떤 답을 원하는 건지는 잘 모르겠어.|Conversation|Intermediate|Use when a question feels broader than it looks.
208|Could you rephrase the question in a slightly different way?|그 질문을 다른 방식으로 한 번만 다시 말해 줄 수 있을까?|Conversation|Intermediate|Useful when wording is the problem.
209|I want to answer carefully because the question seems more layered than it first appears.|그 질문은 처음 보이는 것보다 더 여러 층위가 있는 것 같아서 신중하게 답하고 싶어.|Conversation|Advanced|Use when you sense hidden complexity.
210|Some questions are difficult not because they're hard, but because they force you to be honest.|어떤 질문은 어려워서가 아니라 솔직해질 수밖에 없어서 답하기 힘들어.|Conversation|Advanced|Useful when reflecting on personal or meaningful questions.
211|Could you explain that detail again?|그 세부 사항을 다시 설명해 줄 수 있어?|Conversation|Beginner|Use when you missed a small but important point.
212|I think I missed one detail.|내가 세부 사항 하나를 놓친 것 같아.|Conversation|Beginner|Useful when asking to go back briefly.
213|Most of it makes sense, but one detail still doesn't line up for me.|대부분은 이해되는데 세부 사항 하나가 아직 잘 맞아떨어지지 않아.|Conversation|Intermediate|Use when one part still feels off.
214|Could we slow down and go over the details step by step?|조금 천천히 세부 사항을 하나씩 다시 볼 수 있을까?|Conversation|Intermediate|Useful when you need a more careful walkthrough.
215|Small details tend to matter more than people expect once the plan actually starts moving.|계획이 실제로 움직이기 시작하면 작은 세부 사항이 생각보다 훨씬 중요해지는 경우가 많아.|Conversation|Advanced|Use when talking about why precision matters.
216|If we ignore the details now, we'll probably spend more time fixing misunderstandings later.|지금 세부 사항을 넘기면 나중에 오해를 고치느라 더 많은 시간을 쓰게 될 거야.|Conversation|Advanced|Useful when arguing for careful communication.
217|I see your point.|무슨 말인지 알겠어.|Conversation|Beginner|Use when you understand someone's main idea.
218|I think I missed your point at first.|처음에는 네 요지를 놓쳤던 것 같아.|Conversation|Beginner|Useful when recognizing that you misunderstood something.
219|Your main point makes sense, even if I still have questions about the details.|세부 사항에 대한 질문은 남아 있어도 네 핵심 요지는 이해돼.|Conversation|Intermediate|Use when you agree broadly but not completely.
220|I agree with your point, but I see one part a little differently.|네 요지에는 동의하지만 한 부분은 조금 다르게 봐.|Conversation|Intermediate|Useful when giving respectful disagreement.
221|What made your point convincing was not just the logic, but the timing of how you said it.|네 말이 설득력 있었던 건 논리뿐 아니라 그 말을 꺼낸 타이밍도 컸어.|Conversation|Advanced|Use when discussing why something resonated.
222|Sometimes the strongest point in a conversation is the one people almost overlook.|대화에서 가장 중요한 요점은 사람들이 그냥 지나칠 뻔한 부분일 때도 있어.|Conversation|Advanced|Useful when reflecting on subtle communication.
223|Can I call you later?|내가 나중에 전화해도 될까?|Conversation|Beginner|Use when asking to continue later by phone.
224|I missed your call earlier.|아까 네 전화를 놓쳤어.|Conversation|Beginner|Useful for explaining why you didn't answer.
225|Could we talk by phone when you have a few minutes?|몇 분 정도 시간 될 때 전화로 얘기할 수 있을까?|Conversation|Intermediate|Use when asking politely for a phone conversation.
226|I think this would be easier to explain in a call than in a text message.|이건 문자보다 전화로 설명하는 게 더 쉬울 것 같아.|Conversation|Intermediate|Useful when a topic is too complex for texting.
227|Some conversations move forward much faster once you can hear the other person's tone.|상대 목소리 톤을 들을 수 있으면 어떤 대화는 훨씬 더 빨리 진전돼.|Conversation|Advanced|Use when explaining why a call may work better.
228|I hesitated to call because I didn't want to interrupt you at the wrong time.|괜히 타이밍 안 좋을 때 방해하고 싶지 않아서 전화하기를 망설였어.|Conversation|Advanced|Useful when expressing consideration politely.
229|Could you send the voice note again?|음성 메시지를 한 번 더 보내줄 수 있어?|Conversation|Beginner|Use when a file or clip didn't come through clearly.
230|I couldn't hear the end of the voice note very well.|음성 메시지 마지막 부분이 잘 안 들렸어.|Conversation|Beginner|Useful when audio quality is the issue.
231|The voice note helped because I could hear the tone behind the words.|말 뒤에 담긴 톤이 들려서 음성 메시지가 더 도움이 됐어.|Conversation|Intermediate|Use when tone matters as much as the content.
232|Could you make the next voice note a little shorter so I can replay it more easily?|다음 음성 메시지는 내가 다시 듣기 쉽게 조금만 짧게 보내줄 수 있을까?|Conversation|Intermediate|Useful when asking for a more practical format.
233|A voice note can feel more personal, but it also leaves more room for interpretation.|음성 메시지는 더 개인적으로 느껴지지만 그만큼 해석의 여지도 더 생겨.|Conversation|Advanced|Use when talking about the tradeoffs of voice communication.
234|I replayed the voice note a few times because I wanted to catch the hesitation in your voice.|네 목소리의 망설임까지 느끼고 싶어서 음성 메시지를 몇 번이나 다시 들었어.|Conversation|Advanced|Useful when tone carries important meaning.
235|Could you send me the text one more time?|그 문자를 한 번만 더 보내줄래?|Conversation|Beginner|Use when the original message is missing or buried.
236|I saw your text, but I wasn't sure how to respond right away.|문자는 봤는데 바로 어떻게 답해야 할지 잘 모르겠더라.|Conversation|Intermediate|Use when you need time before replying.
237|Your text was clear, but it raised a bigger question for me.|문자 자체는 분명했는데 오히려 더 큰 질문이 생겼어.|Conversation|Intermediate|Use when one answer opens up a deeper issue.
238|Some texts are short enough to read quickly but complicated enough to think about all day.|어떤 문자는 금방 읽히지만 하루 종일 곱씹게 만들 정도로 복잡해.|Conversation|Advanced|Use when a message keeps lingering in your mind.
239|It's strange how a simple text can change the mood of the entire day.|단순한 문자 하나가 하루 전체 분위기를 바꿔 버릴 수 있다는 게 참 묘해.|Conversation|Advanced|Use when reflecting on the emotional effect of communication.
521|I need to wake up a little earlier tomorrow.|내일은 조금 더 일찍 일어나야 해.|Daily life|Beginner|Use when talking about a small plan for the next morning.
522|I made breakfast before everyone else got up.|다른 사람들이 일어나기 전에 아침을 준비했어.|Daily life|Beginner|Use when describing a simple morning routine.
523|I always feel better when I start the day without rushing.|하루를 서두르지 않고 시작하면 늘 기분이 더 좋아.|Daily life|Beginner|Use when talking about a preferred routine.
524|If I oversleep, the rest of the morning feels out of sync.|늦잠을 자면 아침 내내 리듬이 어긋난 느낌이 들어.|Daily life|Intermediate|Use when describing how one delay affects the morning.
525|I try to keep my mornings simple so I don't waste energy on small decisions.|작은 결정에 에너지를 쓰지 않으려고 아침 루틴을 최대한 단순하게 유지해.|Daily life|Intermediate|Use when explaining why you simplify your routine.
526|Even a calm morning can fall apart if one small thing goes wrong.|아무리 차분한 아침도 작은 일 하나만 틀어지면 금방 엉킬 수 있어.|Daily life|Intermediate|Use when talking about fragile routines.
527|A slower morning gives me enough space to think before the day starts demanding things from me.|조금 느긋한 아침이 있어야 하루가 나한테 이것저것 요구하기 전에 생각할 여유가 생겨.|Daily life|Advanced|Use when reflecting on why calm mornings matter.
528|I've noticed that the quality of my morning often decides how patient I am for the rest of the day.|아침이 어떻게 흘러가느냐에 따라 하루 종일 내가 얼마나 여유로운지가 결정되는 것 같아.|Daily life|Advanced|Use when connecting one habit to your overall mood.
529|When my routine is interrupted early, I spend the whole day trying to recover that sense of control.|아침 루틴이 초반부터 깨지면 하루 종일 다시 통제감을 되찾으려 애쓰게 돼.|Daily life|Advanced|Use when describing the emotional effect of disruptions.
530|It took me a while to realize that a good morning is less about productivity and more about steadiness.|좋은 아침은 생산성보다도 리듬과 안정감에 더 가깝다는 걸 깨닫는 데 시간이 좀 걸렸어.|Daily life|Advanced|Use when talking about a shift in perspective.
531|I need to buy milk and eggs on the way home.|집에 가는 길에 우유랑 달걀을 사야 해.|Daily life|Beginner|Use when mentioning a basic shopping plan.
532|I forgot to bring the grocery list with me.|장보기 목록을 가져오는 걸 깜빡했어.|Daily life|Beginner|Use when you forget something practical.
533|I usually buy the same things every week.|나는 보통 매주 비슷한 것들을 사.|Daily life|Beginner|Use when talking about regular habits.
534|Shopping takes longer when I go in without a clear plan.|장보기를 계획 없이 가면 시간이 더 오래 걸려.|Daily life|Intermediate|Use when explaining why preparation matters.
535|I try not to shop when I'm hungry because I always buy too much.|배고플 때 장을 보러 가면 늘 너무 많이 사게 돼서 그러지 않으려고 해.|Daily life|Intermediate|Use when talking about a common shopping habit.
536|The prices looked higher than I expected, so I changed what I planned to buy.|가격이 생각보다 비싸 보여서 사려던 걸 조금 바꿨어.|Daily life|Intermediate|Use when adjusting a plan on the spot.
537|Grocery shopping feels simple until I start comparing value, convenience, and how long things will last.|장보기는 단순해 보이지만 가성비, 편의성, 보관 기간을 따지기 시작하면 갑자기 복잡해져.|Daily life|Advanced|Use when talking about hidden decisions in daily tasks.
538|I spend more time than I should choosing small things because I always imagine which option I'll regret later.|나중에 후회할 선택을 상상하게 돼서 작은 물건 하나 고르는 데도 생각보다 시간을 많이 써.|Daily life|Advanced|Use when describing overthinking in ordinary choices.
539|The list keeps me focused, but I still end up buying one or two things I didn't plan on.|목록이 있으면 집중은 되지만 결국 계획에 없던 것들도 한두 개씩 사게 돼.|Daily life|Advanced|Use when talking about realistic self-control.
540|I used to think grocery shopping was just an errand, but it's really a weekly decision about time, money, and energy.|예전에는 장보기가 그냥 심부름이라고 생각했는데 사실은 시간, 돈, 에너지를 어떻게 쓸지에 대한 주간 결정이더라.|Daily life|Advanced|Use when reflecting on everyday responsibilities.
541|I need to do the laundry tonight.|오늘 밤에는 빨래를 해야 해.|Daily life|Beginner|Use when talking about a simple home task.
542|I left the clean clothes in the basket again.|깨끗한 빨래를 또 바구니에 그대로 뒀어.|Daily life|Beginner|Use when admitting a familiar home habit.
543|I try to finish small chores before they pile up.|작은 집안일이 쌓이기 전에 끝내려고 해.|Daily life|Beginner|Use when talking about practical routines.
544|Laundry feels easy until I wait long enough for it to turn into three different tasks.|빨래는 미루지 않을 땐 쉬운데 오래 미루면 일이 세 가지로 늘어나 버려.|Daily life|Intermediate|Use when one chore becomes multiple chores.
545|I like getting chores done early because the whole evening feels lighter afterward.|집안일을 일찍 끝내면 그 뒤 저녁 시간이 훨씬 가볍게 느껴져.|Daily life|Intermediate|Use when describing the reward of getting things done.
546|Some chores are repetitive, but finishing them still gives me a sense of stability.|집안일은 반복적이지만 끝내고 나면 이상하게 안정감이 생겨.|Daily life|Intermediate|Use when talking about why routine tasks still matter.
547|I keep underestimating how much mental space unfinished chores take up in the background.|끝내지 못한 집안일이 머릿속 뒤편에서 얼마나 많은 신경을 쓰게 만드는지 자꾸 과소평가하게 돼.|Daily life|Advanced|Use when talking about the hidden weight of unfinished tasks.
548|The chore itself isn't difficult; it's the transition from thinking about it to actually starting that's hard.|집안일 자체가 어려운 건 아닌데 생각만 하다가 실제로 시작하는 전환이 제일 어려워.|Daily life|Advanced|Use when describing procrastination honestly.
549|Whenever I reset the space around me, I realize how much clutter had been affecting my attention.|주변 공간을 한 번 정리하고 나면 그동안 잡동사니가 집중력에 얼마나 영향을 주고 있었는지 실감하게 돼.|Daily life|Advanced|Use when connecting physical space to focus.
550|I used to treat chores like interruptions, but now I see them as part of keeping my week from falling apart.|예전엔 집안일을 흐름을 끊는 방해라고 생각했는데 이제는 한 주를 무너지지 않게 지탱하는 일부로 보게 돼.|Daily life|Advanced|Use when talking about a mature shift in mindset.
551|Are you free for dinner this weekend?|이번 주말에 저녁 시간 괜찮아?|Social|Beginner|Use when making a simple invitation.
552|I can stop by for a little while after work.|퇴근하고 잠깐 들를 수 있어.|Social|Beginner|Use when making a casual plan.
553|Let's keep it simple and meet somewhere nearby.|복잡하게 하지 말고 근처에서 만나자.|Social|Beginner|Use when suggesting an easy plan.
554|I don't mind where we go as long as we can actually talk.|어디를 가든 괜찮은데 제대로 이야기할 수만 있으면 좋겠어.|Social|Intermediate|Use when the quality of the time matters more than the place.
555|It's easier for me to commit to plans when I know the day won't be too hectic.|그날 일정이 너무 빡빡하지 않다는 걸 알면 약속을 잡기가 더 편해.|Social|Intermediate|Use when explaining how you decide about plans.
556|I like plans that leave a little room to be spontaneous instead of being fully mapped out.|너무 빡빡하게 정해진 약속보다 조금은 즉흥적으로 움직일 수 있는 계획이 좋아.|Social|Intermediate|Use when describing your preferred social style.
557|The best hangouts are usually the ones that don't demand too much but still leave you feeling recharged.|최고의 만남은 보통 큰 에너지를 요구하지 않으면서도 끝나고 나면 오히려 충전된 느낌이 드는 자리야.|Social|Advanced|Use when reflecting on what makes good time together.
558|I enjoy seeing people more when it feels like we're choosing the moment, not just filling a slot in the calendar.|단순히 빈 시간을 채우는 게 아니라 진짜 그 순간을 고른 느낌일 때 사람 만나는 게 더 좋아.|Social|Advanced|Use when talking about intentional plans.
559|Sometimes a low-key dinner tells me more about a friendship than any big event ever could.|조용한 저녁 한 끼가 때로는 어떤 큰 행사보다도 관계에 대해 더 많은 걸 말해 주기도 해.|Social|Advanced|Use when reflecting on meaningful time with people.
560|I used to say yes to every invitation, but now I care more about whether I'll be fully present when I show up.|예전에는 모든 약속에 다 응했는데 이제는 가서 내가 정말 온전히 함께할 수 있는지가 더 중요해.|Social|Advanced|Use when talking about boundaries and presence.
561|How have you been lately?|요즘 어떻게 지냈어?|Conversation|Beginner|Use when opening a casual conversation.
562|It's been a while since we last talked.|우리 마지막으로 이야기한 지 꽤 됐네.|Conversation|Beginner|Use when reconnecting with someone.
563|I was just thinking about you the other day.|며칠 전에 문득 네 생각이 났어.|Conversation|Beginner|Use when starting a warm check-in.
564|I wasn't sure whether to message you, but I'm glad I did.|연락해도 될지 잠깐 고민했는데 하길 잘한 것 같아.|Conversation|Intermediate|Use when reaching out after some hesitation.
565|Sometimes I don't have big news, but I still want to stay connected.|특별한 소식은 없어도 계속 연결돼 있고 싶을 때가 있어.|Conversation|Intermediate|Use when explaining why you reached out.
566|It's nice talking to someone who already understands the context without much explanation.|많이 설명하지 않아도 맥락을 알아주는 사람과 이야기하니 좋다.|Conversation|Intermediate|Use when appreciating an easy connection.
